ticker,name,description,industry,currency,exchange,type,market_cap,market_cap_usd
PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.","The PNC Financial Services Group, Inc. is a diversified financial services company in the United States. It is engaged in the delivery of retail and business banking, including a full range of lending products; specialized services for corporations and government entities, including corporate banking, real estate finance and asset-based lending; wealth management and asset management. Its Retail Banking segment provides deposit, lending, brokerage, insurance services, investment management and cash management products and services to consumer and small business customers. Its Corporate & Institutional Banking segment provides lending, treasury management, capital markets and advisory products and services to mid-sized and large corporations and government and not-for-profit entities. Its Asset Management Group segment provides private banking for high-net worth and ultra-high net worth clients and institutional asset management. The Company's bank subsidiary is PNC Bank.",Banking Services,USD,XNYS,Stock,71300880000.00,71300880000.00
PNW,PINNACLE WEST CAPITAL CORPORATION,"Pinnacle West Capital Corporation is an energy holding company that conducts business through its subsidiaries, Arizona Public Service Company (APS), El Dorado Investment Company (El Dorado) and Pinnacle West Power, LLC. The Company's business segment is its regulated electricity segment, which consists of traditional regulated retail and wholesale electricity businesses (primarily electric service to Native Load customers) and related activities, and includes electricity generation, transmission, and distribution. APS provides electric service to approximately 1.4 million customers. APS is also the operator and co-owner of Palo Verde, a primary source of electricity for the southwest United States and the nuclear power plant in the United States. El Dorado owns debt investments and minority interests in several energy-related investments and Arizona community-based ventures. Palo Verde is a three-unit nuclear power plant located approximately 50 miles west of Phoenix, Arizona.",Electrical Utilities & IPPs,USD,XNYS,Stock,11074490000.00,11074490000.00
PODD,INSULET CORPORATION,"Insulet Corporation is a medical device company. It is primarily engaged in the development, manufacture and sale of its continuous insulin delivery systems for people with insulin-dependent diabetes. The Omnipod System includes the Omnipod 5 Automated Insulin Delivery System (Omnipod 5), the Omnipod DASH Insulin Management System, and the Omnipod Insulin Management System. The Omnipod platform offers continuous insulin delivery that provides various benefits of insulin pump therapy in a way without the need for external tubing required with conventional pumps. The small, lightweight, self-adhesive disposable tubeless Omnipod device (Pod), can be worn in multiple locations, including the abdomen, hip, back of upper arm, upper thigh, or lower back, and delivers insulin into the body through a small flexible tube. It also produces pods for Amgen for use in the Neulasta Onpro kit, a delivery system for Amgen’s Neulasta to help reduce the risk of infection after intense chemotherapy.",Healthcare Equipment & Supplies,USD,XNAS,Stock,23157030594.00,23157030594.00
POOL,POOL CORPORATION,"Pool Corporation is a wholesale distributor of swimming pool supplies, equipment, and related leisure products. The Company also distributes irrigation and landscape products in the United States. The Company operates approximately 448 sales centers in North America, Europe, and Australia through its five distribution networks: SCP Distributors (SCP), Superior Pool Products (Superior), Horizon Distributors (Horizon), National Pool Tile (NPT), and Sun Wholesale Supply (Sun Wholesale). The Company distributes swimming pool supplies, equipment, and related leisure products domestically through its SCP and Superior sales center networks through SCP network. Its Horizon sales centers offer organic fertilizers, organic pesticides, and irrigation and drainage products that reduce water usage and soil erosion. Sun Wholesale distributes swimming pool supplies, equipment, and related leisure products, primarily servicing independently owned and operated Pinch A Penny, Inc. franchise locations.",Leisure Products,USD,XNAS,Stock,11293549366.00,11293549366.00
PPG,"PPG INDUSTRIES, INC.","PPG Industries, Inc. manufactures and distributes a broad range of paints, coatings and specialty products. Its segments include Global Architectural Coatings, Performance Coatings and Industrial Coatings. The Global Architectural Coatings segment consists of architectural coatings EMEA and architectural coatings Latin America and Asia Pacific operating segments. This segment primarily supplies paints, wood stains, adhesives, sealants and purchased sundries. The Performance Coatings segment consists of automotive refinish coatings, aerospace coatings, protective and marine coatings and traffic solutions operating segments. This segment primarily supplies a variety of coatings, solvents, adhesives, sealants, foams and finishes, along with pavement marking products, transparencies and paint films. The Industrial Coatings segment supplies a variety of protective and decorative coatings and finishes along with adhesives, sealants, metal pretreatment products, and other specialty products.",Chemicals,USD,XNYS,Stock,23565337000.00,23565337000.00
PPL,PPL CORPORATION,"PPL Corporation is an energy company. The Company is focused on providing electricity and natural gas in the United States. The Company operates through three segments: Kentucky Regulated, Pennsylvania Regulated, and Rhode Island Regulated. The Kentucky Regulated segment consists primarily of the regulated electricity generation, transmission and distribution operations conducted by Louisville Gas & Electric Company (LG&E) and Kentucky Utilities Company (KU), as well as LG&E's regulated distribution and sale of natural gas. LG&E and KU are engaged in the regulated generation, transmission, distribution and sale of electricity in Kentucky and, in KU's case, also Virginia. The Pennsylvania Regulated segment includes the regulated electricity transmission and distribution operations of PPL Electric. The Rhode Island Regulated segment includes the regulated electricity transmission and distribution operations and regulated distribution and sale of natural gas conducted by RIE.",Multiline Utilities,USD,XNYS,Stock,27746614056.00,27746614056.00
PSA,PUBLIC STORAGE.,"Public Storage is a real estate investment trust. Its principal business activities include the ownership and operation of self-storage facilities that offer storage spaces for lease, generally on a month-to-month basis, for personal and business use, and other related operations, such as tenant reinsurance, merchandise sales, third party management, and bridge lending to third-party self-storage owners, as well as the acquisition and development of additional self-storage space. Its Self-Storage Operations segment includes the aggregated rental operations from the self-storage facilities it owns from same store facilities, acquired facilities, newly developed and expanded facilities, and other non-same store facilities. Its Ancillary Operations segment includes the combined operations of its tenant reinsurance, merchandise sales, and third-party property management operating segments. It owned interests in over 3,085 self-storage facilities located in 40 states in the United States.",Residential & Commercial REIT,USD,XNYS,Stock,54086865483.00,54086865483.00
PSX,PHILLIPS 66,"Phillips 66 is a diversified and integrated downstream energy provider that manufactures, transports and markets products. The Company's Midstream segment provides crude oil and refined petroleum product transportation, terminating and processing services, as well as natural gas and natural gas liquids (NGL) transportation, storage, fractionation, gathering, processing and marketing services. Its Chemicals segment consists of its 50% equity investment in Chevron Phillips Chemical Company LLC, which manufactures and markets petrochemicals and plastics on a worldwide basis. Its Refining segment refines crude oil and other feedstocks into petroleum products, such as gasoline, distillates, including aviation fuels. Its Marketing and Specialties segment purchases for resale and markets refined products, mainly in the United States and Europe. Its Renewable Fuels segment processes renewable feedstocks into renewable products at the Rodeo Renewable Energy Complex and at its Humber Refinery.",Oil & Gas,USD,XNYS,Stock,51970384980.00,51970384980.00
1GLW,CORNING INCORPORATED,"Corning Incorporated operates as an innovator in materials science. Its segments include Optical Communications, Display Technologies, Specialty Materials, Environmental Technologies, and Life Sciences. Its Optical Communications segment manufactures carrier network and enterprise network components for the telecommunications industry. Its Display Technologies segment manufactures glass substrates for flat-panel displays, including liquid crystal displays and organic light-emitting diodes. Its Specialty Materials segment manufactures products that provide material formulations for glass, glass ceramics and fluoride crystals for customer needs. Its Environmental Technologies segment manufactures ceramic substrates and filters for emission control systems in mobile applications. Its Life Sciences segment develops, manufactures and supplies laboratory products, including labware, equipment, media, serum and reagents, enabling workflow solutions for drug discovery and bioproduction.",Electronic Equipment & Parts,EUR,XMIL,Stock,73052450000.00,84806589205.00
PWR,"QUANTA SERVICES, INC.","Quanta Services, Inc. provides specialized infrastructure solutions to the utility, renewable energy, technology, communications, pipeline, and energy industries in the United States, Canada, Australia and other international markets. Its segments include Electric Infrastructure Solutions (Electric) and Underground Utility and Infrastructure Solutions (Underground and Infrastructure). Electric provides comprehensive services for electric power, renewable energy, technology and communications markets. Services include design, procurement, new construction, upgrade and repair and maintenance services for electric power transmission and distribution infrastructure, both overhead and underground, and substation facilities, along with other engineering and technical services. The Underground and Infrastructure provides comprehensive infrastructure solutions to customers involved in the transportation, distribution, storage, development and processing of natural gas, oil and other products.",Construction & Engineering,USD,XNYS,Stock,65200511663.00,65200511663.00
PYPL,"PAYPAL HOLDINGS, INC.","PayPal Holdings, Inc. offers a technology platform. The Company’s products are designed to enable digital payments and simplify commerce experiences for consumers and merchants to make selling, shopping, and sending and receiving money simple, personalized, and secure, online or offline, including mobile. It provides consumers with a digital wallet that enables them to send payments to merchants securely using a variety of funding sources, which include a bank account, a PayPal or Venmo account balance, its consumer credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products. It operates a global, two-sided network at scale that connects consumers and merchants with 434 million active accounts across approximately 200 markets. Its brands include PayPal, Braintree, Venmo, Xoom, Hyperwallet, PayPal Zettle, PayPal Honey, and Paidy. It offers financing products through the PayPal Working Capital (PPWC) and PayPal Business Loan (PPBL).",Professional & Commercial Services,USD,XNAS,Stock,66924256920.00,66924256920.00
QCOM,QUALCOMM INCORPORATED,"Qualcomm Incorporated is engaged in the development and commercialization of foundational technologies for the wireless industry, including third generation (3G), fourth generation (4G) and fifth generation (5G) wireless connectivity, and high-performance and low-power computing, including on-device artificial intelligence. Its segments include Qualcomm CDMA Technologies (QCT), Qualcomm Technology Licensing (QTL) and Qualcomm Strategic Initiatives. QCT develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies, including radio frequency front-end, digital cockpit and advanced driver assistance and automated driving, Internet of things including consumer electronic devices, industrial devices and edge networking products. QTL grants licenses or otherwise provides rights to use portions of its intellectual property portfolio that includes certain patent rights essential to and/or useful in the manufacture and sale of certain wireless products.",Semiconductors & Semiconductor Equipment,USD,XNAS,Stock,181964974000.00,181964974000.00
RCL,ROYAL CARIBBEAN CRUISES LTD.,"Royal Caribbean Cruises Ltd. is a cruise company, which owns and operates three global cruise brands: Royal Caribbean International, Celebrity Cruises and Silversea Cruises. It also has an interest in TUI Cruises GmbH, which operates the German brands TUI Cruises and Hapag-Lloyd Cruises. Its ships offer a selection of worldwide itineraries that call on approximately 1,000 destinations on all seven continents. Royal Caribbean International offers cruises and land destinations that generally feature a casual ambiance, as well as a variety of activities and entertainment venues. Celebrity Cruises offers a range of itineraries to destinations, including Alaska, Asia, Australia, Bermuda, Canada, the Caribbean, Europe, the Galapagos Islands, Hawaii, New Zealand, the Panama Canal and South America, with cruise lengths ranging from three to 14 nights. It also offers a range of private land destinations through Perfect Day at CocoCay, includes full water park, zip line course, and others.",Hotels & Entertainment Services,USD,XNYS,Stock,86067953022.00,86067953022.00
REG,REGENCY CENTERS CORPORATION,"Regency Centers Corporation is a fully integrated real estate company and a self-administered and self-managed real estate investment trust. The Company conducts all its operations through Regency Centers, L.P. (the Operating Partnership). It is engaged in acquiring, developing, owning, and operating income-producing retail real estate principally located in suburban trade areas with compelling demographics within the United States. Its portfolio comprises approximately 488 properties. Its properties include Amerige Heights Town Center, Friars Mission Center, Navajo Shopping Center, Point Loma Plaza, Rancho San Diego Village, Scripps Ranch Marketplace, The Hub Hillcrest Market, Twin Peaks, 200 Potrero, Bayhill Shopping Center, Clayton Valley Shopping Center, Diablo Plaza, Encina Grande, Plaza Escuela, Pleasant Hill Shopping Center, Potrero Center, Corral Hollow, Serramonte Center, Bridgepark Plaza, Mercantile West, Mercantile East, Terrace Shops, Sendero Marketplace and others.",Residential & Commercial REIT,USD,XNAS,Stock,13100886128.00,13100886128.00
REGN,"REGENERON PHARMACEUTICALS, INC.","Regeneron Pharmaceuticals, Inc. is a fully integrated biotechnology company. The Company invents, develops, manufactures, and commercializes medicines for people with serious diseases. Its products and product candidates in development are designed to help patients with eye diseases, allergic and inflammatory diseases, cancer, cardiovascular and metabolic diseases, neurological diseases, hematologic conditions, infectious diseases, and rare diseases. The Company is accelerating drug development using its proprietary technologies, such as VelociSuite, which produces optimized fully human antibodies and new classes of bispecific antibodies. VelociSuite consists of VelocImmune, VelociGene, VelociMouse, VelociMab, Veloci-Bi, VelociT, VelociHum, and other related technologies. Its marketed products include EYLEA (aflibercept); Dupixent (dupilumab); Libtayo (cemiplimab); Ordspono (odronextamab); Kevzara (sarilumab); Itepekimab; Linvoseltamab, and others.",Pharmaceuticals,USD,XNAS,Stock,61130380000.00,61130380000.00
RF,REGIONS FINANCIAL CORPORATION,"Regions Financial Corporation is a full-service provider of consumer and commercial banking, wealth management, and mortgage products and services. It serves customers across the South, Midwest and Texas, and through its subsidiary, Regions Bank, operates approximately 1,250 banking offices and more than 2,000 ATMs. Its segments include Corporate Bank, Consumer Bank and Wealth Management. The Corporate Bank segment represents its commercial banking functions, including commercial and industrial, commercial real estate and investor real estate lending. The Consumer Bank segment represents its branch network, including consumer banking products and services related to residential first mortgages, home equity lines and loans, consumer credit cards and other consumer loans, as well as the corresponding deposit relationships. The Wealth Management segment offers credit-related products, trust and investment management, asset management, retirement and savings solutions and estate planning.",Banking Services,USD,XNYS,Stock,21558600000.00,21558600000.00
RJF,"RAYMOND JAMES FINANCIAL, INC.","Raymond James Financial, Inc. is a diversified financial services company that provides services to individuals, corporations and municipalities. The Company's segments include Private Client Group (PCG), Capital Markets, Asset Management, Bank and Other. PCG segment provides financial planning, investment advisory, and securities transaction services to clients through financial advisors. Capital Markets segment conducts investment banking, institutional sales, securities trading, equity research, and the syndication and management of investments in low-income housing funds and funds of a similar nature. Asset Management segment provides asset management, portfolio management and related administrative services to retail and institutional clients. Bank segment includes Raymond James Bank, a Florida-chartered state member bank, and TriState Capital Bank, a Pennsylvania-chartered state member bank. Other segment includes corporate cash balances and its private equity investments.",Investment Banking & Investment Services,USD,XNYS,Stock,33047898000.00,33047898000.00
RL,RALPH LAUREN CORPORATION,"Ralph Lauren Corporation is engaged in the design, marketing, and distribution of luxury lifestyle products, including apparel, footwear and accessories, home, fragrances and hospitality. Its segments include North America, Europe, and Asia. Its brands include Ralph Lauren, Ralph Lauren Collection, Ralph Lauren Purple Label, Polo Ralph Lauren, Lauren Ralph Lauren, Polo Ralph Lauren Children, and Chaps, among others. Its products include apparel and footwear and accessories for men, women, and children, as well as fragrance and home collections, together with its hospitality portfolio. Its range of footwear and accessories include casual shoes, dress shoes, boots, sneakers, sandals, eyewear, watches, scarves, hats and others. Its range of home products includes bed and bath lines, lighting, dining, floor coverings, giftware and more. Its hospitality collection is comprised of its restaurants, including The Polo Bar in New York City, RL Restaurant located in Chicago, and others.",Textiles & Apparel,USD,XNYS,Stock,20291172314.00,20291172314.00
RMD,RESMED INC.,"ResMed Inc. is a holding company. The Company, through its subsidiaries, in the development, manufacturing, distribution and marketing of medical devices and cloud-based software applications that diagnose, treat and manage respiratory disorders, including sleep disordered breathing (SDB), chronic obstructive pulmonary disease, neuromuscular disease and other chronic diseases. Its segments include Sleep and Breathing Health segment and the Residential Care Software segment. It also operates a Software as a Service (SaaS) business in the United States and Germany that includes out-of-hospital software platforms designed to support the professionals and caregivers who help people stay healthy in the home or care setting of their choice. Its products and solutions are designed to improve patients' quality of life and reduce the impact of chronic disease. Its cloud-based digital health software applications, along with its devices, are designed to provide connected care.",Healthcare Equipment & Supplies,USD,XNYS,Stock,39144214554.00,39144214554.00
LIN,LINDE PUBLIC LIMITED COMPANY,"Linde plc is a United Kingdom-based industrial gases and engineering company. The Company serves a variety of end markets, such as chemicals and energy, food and beverage, electronics, healthcare, manufacturing, metals, and mining. The Company’s industrial gases and technologies are used in countless applications, including production of clean hydrogen and carbon capture systems critical to the energy transition, life-saving medical oxygen and high-purity and specialty gases for electronics. It also delivers gas processing solutions to support customer expansion, efficiency improvements and emissions reductions. Its primary products in its industrial gases business are atmospheric gases and process gases. The Company also designs and builds equipment that produces industrial gases and offers customers a range of gas production and processing services, such as olefin plants, natural gas plants, air separation plants, hydrogen and synthesis gas plants and other types of plants.",Chemicals,EUR,XETR,Stock,211740800000.00,245809894720.00
ROL,"ROLLINS, INC.","Rollins, Inc. is a global consumer and commercial services company. The Company provides essential pest and wildlife control services and protection against termite damage, rodents, and insects to both residential and commercial customers through its subsidiaries and independent franchises located in over 70 countries, including in the United States, Canada, Australia, Europe, and Asia with international franchises in Canada, Central and South America, and others. It operates under one segment, including its three service offerings: Residential service includes pest control services protecting residential properties from common pests, including rodents, insects, and wildlife; Commercial services consist of workplace pest control solutions for customers across diverse end markets, such as healthcare, food service, and logistics, and Termite and Ancillary services offer termite protection services and ancillary services for both residential and commercial customers.",Professional & Commercial Services,USD,XNYS,Stock,27299771200.00,27299771200.00
ROP,"ROPER TECHNOLOGIES, INC.","Roper Technologies, Inc. is a diversified technology company. It operates businesses that design and develop vertical software and technology-enabled products for a variety of defensible niche markets. The Company operates through three segments: Application Software, Network Software and Technology Enabled Products. The Application Software segment includes Aderant, Clinisys, Data Innovations, Deltek, Frontline, IntelliTrans, PowerPlan, Procare, Strata, Transact/CBORD, and Vertafore. The Network Software segment includes ConstructConnect, DAT, Foundry, iPipeline, iTradeNetwork, Loadlink, MHA, SHP, and SoftWriters. The Technology Enabled Products segment includes CIVCO Medical Solutions, FMI, Inovonics, IPA, Neptune, Northern Digital, rf IDEAS, and Verathon. Aderant is a comprehensive management software solution for law and other professional services firms. Data Innovations is a software solution that enables the enterprise management of hospitals and independent laboratories.",Software & IT Services,USD,XNAS,Stock,55369452376.00,55369452376.00
ROST,"ROSS STORES, INC.","Ross Stores, Inc. is engaged in operating two brands of off-price retail apparel and home fashion stores-Ross Dress for Less (Ross) and dds DISCOUNTS. Ross is the off-price apparel and home fashion chain in the United States, with approximately 1,831 locations in 43 states, the District of Columbia, and Guam. Ross offers in-season, name brand and designer apparel, accessories, footwear, and home fashions for the entire family at savings of 20% to 60% off department and specialty store regular prices every day. Ross target customers are primarily from middle-income households. It also operates approximately 355 dds DISCOUNTS stores in 22 states. dds DISCOUNTS features more moderately-priced in- season, name brand apparel, accessories, footwear, and home fashions for the entire family at savings of 20% to 70% off moderate department and discount store regular prices every day. It operates a total of approximately 2,186 stores.",Specialty Retailers,USD,XNAS,Stock,50868645583.00,50868645583.00
RSG,"REPUBLIC SERVICES, INC.","Republic Services, Inc. provides environmental services in the United States. It provides recycling, solid waste, special waste, hazardous waste and field services. Its segments include Group 1, Group 2 and Group 3. Group 1 is its recycling and waste business operating primarily in geographic areas located in the western United States. Group 2 is its recycling and waste business operating primarily in geographic areas located in the southeastern and mid-western United States, the eastern seaboard of the United States, and Canada. Group 3 is its environmental solutions business operating primarily in geographic areas located across the United States and Canada. It operates across the United States and Canada through 367 collection operations, 248 transfer stations, 75 recycling centers, 208 active landfills, two treatment, recovery and disposal facilities, 23 treatment, storage and disposal facilities, five saltwater disposal wells, 14 deep injection wells and one polymer center.",Professional & Commercial Services,USD,XNYS,Stock,68980958852.00,68980958852.00
RTX,RTX CORPORATION,"RTX Corporation is an aerospace and defense company, which provides advanced systems and services for commercial, military, and government customers worldwide. The Company operates through three segments: Collins Aerospace, Pratt & Whitney, and Raytheon. Collins Aerospace segment provides technologically advanced aerospace and defense products and aftermarket service solutions for civil and military aircraft manufacturers, commercial airlines, and regional, business and general aviation, as well as for defense and commercial space operations. The Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers. The Raytheon segment provides defensive and offensive threat detection, tracking and mitigation capabilities for the United States and foreign government and commercial customers. The Raytheon designs, develops, and provides advanced capabilities in integrated air and missile defense, smart weapons, missiles and others.",Aerospace & Defense,USD,XNYS,Stock,231540995160.00,231540995160.00
RVTY,"REVVITY, INC.","Revvity, Inc. is a provider of health science solutions, technologies, expertise and services that deliver complete workflows from discovery to development, and diagnosis to cure. The Company has specialized focus areas in translational multi-omics technologies, biomarker identification, imaging, prediction, screening, detection and diagnosis, informatics and more. Its segments include Life Sciences and Diagnostics. The Life Sciences segment provides products and services targeted towards the life sciences market. The segment offers instruments, reagents, software, detection and imaging technologies, and others. The Diagnostics segment develops diagnostics, tools, and applications focused on clinically oriented customers, within the reproductive health, immunodiagnostics, and applied genomics markets. The segment offers instruments, reagents, assay platforms and software to hospitals, medical labs, clinicians and medical research professionals to help improve the health of families.",Healthcare Equipment & Supplies,USD,XNYS,Stock,11246274214.00,11246274214.00
SBAC,SBA Communications Corporation,"SBA Communications Corporation is an independent owner and operator of wireless communications infrastructure including towers, buildings, rooftops, distributed antenna systems (DAS) and small cells. Its primary focus is the leasing of antenna space on its multi-tenant towers to a variety of wireless service providers under long-term lease contracts in the United States, South America, Central America, Canada, and Africa. Its segments include Domestic Site Leasing, International Site Leasing and Site Development. The Domestic Site Leasing segment leases to T-Mobile, AT&T Wireless, and Verizon Wireless. It owns over 17,464 sites in the United States and its territories. The International Site Leasing segment owns and operates over 22,285 towers in 13 international markets throughout South America, Central America, Canada, and Africa. Site development services include network pre-design; site audits; tower and related site construction; support in leasing of the location, and others.",Residential & Commercial REIT,USD,XNAS,Stock,21225606930.00,21225606930.00
SBUX,STARBUCKS CORPORATION,"Starbucks Corporations is a roaster, marketer, and retailer of specialty coffee globally. Its North America segment includes the United States and Canada. Its International segment includes China, Japan, Asia Pacific, Europe, Middle East and Africa, Latin America, and the Caribbean. Its North America and International segments include both Company-operated and licensed stores. The Channel Development segment includes roasted whole bean and ground coffees, Starbucks-branded single-serve products, a variety of ready-to-drink beverages, such as Frappuccino and Starbucks Doubleshot, foodservice products, and other branded products sold outside the Company-operated and licensed stores. A large portion of its Channel Development business operates under a licensed model of the Global Coffee Alliance with Nestle, while its global ready-to-drink businesses operate under collaborative relationships with PepsiCo, Inc., Tingyi-Ashi Beverages Holding Co., Ltd., Arla Foods amba, Nestle, and others.",Hotels & Entertainment Services,USD,XNAS,Stock,97642530000.00,97642530000.00
SCHW,THE CHARLES SCHWAB CORPORATION,"The Charles Schwab Corporation is a savings and loan holding company. The Company, through its subsidiaries, engages in wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The Company provides financial services to individuals and institutional clients through two segments: Investor Services, and Advisor Services. The Investor Services segment provides retail brokerage, investment advisory, and banking and trust services to individual investors, and retirement plan and business services, as well as other corporate brokerage services, to businesses and their employees. The Advisor Services segment provides custodial, trading, banking and trust, and support services to independent registered investment advisors (RIAs), independent retirement advisors, and recordkeepers. Its products and services include brokerage, mutual funds, exchange-traded funds (ETFs), managed investing solutions, alternative investments, banking, and trust.",Investment Banking & Investment Services,USD,XNYS,Stock,172600098615.00,172600098615.00
SHW,THE SHERWIN-WILLIAMS COMPANY,"The Sherwin-Williams Company is engaged in the manufacture, development, distribution, and sale of paint, coatings and related products to professional, industrial, commercial, and retail customers primarily in North and South America with additional operations in the Caribbean region, Europe, Asia and Australia. Its Paint Stores Group segment is engaged in servicing the needs of architectural and industrial paint contractors and do-it-yourself homeowners. The Consumer Brands Group segment manufactures and distributes a broad portfolio of branded and private-label architectural paint, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks and adhesives to retailers, including home centers and hardware stores, dedicated dealers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial (metal and plastic) applications and others.",Chemicals,USD,XNYS,Stock,84384362052.00,84384362052.00
SJM,THE J. M. SMUCKER COMPANY,"The J. M. Smucker Company is engaged in the manufacturing and marketing of branded food and beverage products on a worldwide basis. The Company’s branded food and beverage products include a portfolio of brands that are sold to consumers primarily through retail outlets in North America. The Company operates through four segments: U.S. Retail Coffee, U.S. Retail Frozen Handheld and Spreads, and U.S. Retail Pet Foods, and Sweet Baked Snacks. The U.S. Retail Coffee segment primarily includes the domestic sales of Folgers, Dunkin’, and Cafe Bustelo branded coffee. The U.S. Retail Frozen Handheld and Spreads segment primarily includes the domestic sales of Uncrustables, Jif, and Smucker’s branded products. The U.S. Retail Pet Foods segment primarily includes the domestic sales of Meow Mix, Milk-Bone, Pup-Peroni, and Canine Carry Outs branded products. The Sweet Baked Snacks segment primarily includes all domestic and foreign sales of Hostess branded products across all channels.",Food & Tobacco,USD,XNYS,Stock,11174207848.00,11174207848.00
SLB,SLB N.V.,"SLB N.V., formerly Schlumberger N.V., is a global technology company. Its segment includes Digital & Integration, Reservoir Performance, Well Construction, and Production Systems. The Digital & Integration segment combines its digital solutions and data products with its integrated offering of asset performance solutions. The Reservoir Performance segment consists of reservoir-centric technologies and services that are critical to optimizing reservoir productivity and performance. The Well Construction segment combines the full portfolio of products and services to optimize well placement and performance, maximize drilling efficiency, and improve wellbore assurance. It provides operators and drilling rig manufacturers with services and products related to designing and constructing a well. The Production Systems segment develops technologies and provides knowledge that enhances production and recovery from subsurface reservoirs to the surface, into pipelines, and to refineries.",Oil & Gas Related Equipment and Services,USD,XNYS,Stock,50074824080.00,50074824080.00
SMCI,"SUPER MICRO COMPUTER, INC.","Super Micro Computer, Inc. provides application-optimized Total IT solutions. It delivers rack-scale solutions optimized for various workloads, including artificial intelligence and high-performance computing, where acceleration is critical. It produces a portfolio of server and storage solutions for enterprise data centers, cloud service providers and edge computing (5G Telco, Retail and embedded). Total IT Solutions include complete servers, storage systems, modular blade servers, workstations, full-rack scale solutions, networking devices, server sub-systems, server management and security software. It provides global support and services to help its customers install, upgrade and maintain their computing infrastructure, including liquid-cooling operations. It offers platforms in rackmount, blade, multi-node and embedded form factors, which support single, dual and multiprocessor architectures. Its key product lines include SuperBlade and MicroBlade, SuperStorage, Twin and others.","Computers, Phones & Household Electronics",USD,XNAS,Stock,32578062306.00,32578062306.00
SNA,SNAP-ON INCORPORATED,"Snap-on Incorporated is a manufacturer and marketer of tools, equipment, diagnostics, repair information and systems solutions. The Company's Commercial and Industrial Group segment serves a range of industrial and commercial customers worldwide, including customers in the aerospace, natural resources, government, power generation, transportation and technical education market segments, through direct and distributor channels. Its Snap-on Tools Group segment consists of operations primarily serving vehicle service and repair technicians through the Company’s mobile tool distribution channel. Its Repair Systems and Information Group segment consists of business operations serving other professional vehicle repair customers worldwide, owners and managers of independent repair shops and original equipment manufacturer dealerships, through direct and distributor channels. Its Financial Services segment consists of the business operations of its finance subsidiaries.","Machinery, Equipment & Components",USD,XNYS,Stock,17980573718.00,17980573718.00
SNPS,"SYNOPSYS, INC.","Synopsys, Inc. is engaged in providing engineering solutions from silicon to systems, enabling customers to innovate artificial intelligence (AI)-powered products. It delivers silicon design, intellectual property (IP), simulation and analysis solutions, and design services. It supplies mission-critical electronic design automation (EDA) software that engineers use to design and test integrated circuits (ICs). Its Design Automation segment includes its advanced silicon design, verification products and services and system integration products. This segment also includes digital, custom and field programmable gate arrays, integrated circuit design software, verification software and hardware products, system integration products and services, and manufacturing software products. Its Design IP segment includes its interface, foundation, security, and embedded processor IP, IP subsystems, and IP implementation services that serve companies in the semiconductor and electronics industries.",Software & IT Services,USD,XNAS,Stock,85266083248.00,85266083248.00
SO,THE SOUTHERN COMPANY,"The Southern Company is an energy provider. The Company owns three traditional electric operating companies, Southern Power Company and Southern Company Gas. The traditional electric operating companies-Alabama Power, Georgia Power and Mississippi Power-are operating public utility companies providing electric service to retail customers in three Southeastern states in addition to wholesale customers in the Southeast. The Southern Power Company develops, constructs, acquires, owns, and manages power generation assets, including renewable energy projects, and sells electricity at market-based rates in the wholesale market. The Southern Company Gas is an energy services holding company whose primary business is the distribution of natural gas in four states - Illinois, Georgia, Virginia, and Tennessee, through the natural gas distribution utilities. Southern Company Gas is also involved in several other businesses that are complementary to the distribution of natural gas.",Electrical Utilities & IPPs,USD,XNYS,Stock,106693558530.00,106693558530.00
SOLV,SOLVENTUM CORPORATION,"Solventum Corporation is a global healthcare company developing, manufacturing, and commercializing a portfolio of solutions that leverage deep material science, data science, and digital capabilities to address critical customer needs. The Company’s segments include MedSurg, Dental Solutions, and Health Information System. MedSurg is a provider of solutions including negative pressure wound therapy, advanced wound dressings, advanced skin care, I.V. site management, sterilization assurance, temperature management, surgical supplies, medical tapes and wraps, stethoscopes, medical electrodes, and medical technologies Original Equipment Manufacturer (OEM). Dental Solutions is a provider of a comprehensive suite of dental and orthodontic products including brackets, aligners, and restorative cement. Health Information Systems provides healthcare systems with software solutions, including computer-assisted physician documentation, and direct-to-bill and coding automation.",Healthcare Equipment & Supplies,USD,XNYS,Stock,12641704498.00,12641704498.00
